,C061129A1-SR-C1,C060112A1-SR-C1,C060202A4-SR-C1,C061128A3-SR-C1,C060116A4-SR-C1,C060116A1-SR-C1,C061128A1-SR-C1,C061128A4-SR-C1,C061121A1-SR-C1,C061208A2-SR-C1,C060112A6-SR-C1,C061208A3-SR-C1,C060116A6-SR-C1,C060202A2-SR-C1,C060112A4-SR-C1,C070109A4-C1,C060209A3-SR-C1,C060114A6-SR-C1,C060116A7-SR-C1,C060109A1-SR-C1,C080501B2-SR-C1,C060112A7-SR-C1,C061129A3-SR-C1,C060109A3-SR-C1,C060114A5-SR-C1,C060110A2-SR-C1,C060114A7-SR-C1,C060110A3-SR-C1,C060109A2-SR-C1,C060116A3-SR-C1,C061128B1-SR-C1,C060114A4-SR-C1,C061128B2-SR-C1,C060112A3-SR-C1,C060202A1-SR-C1,C061208B2-SR-C1,C080501A5-SR-C1,C061128A5-SR-C1,C061208B1-SR-C1,C060110A5-SR-C1,C060114A2-SR-C1,C060202A6-SR-C1,C060202A5-SR-C1,C060116A5-SR-C1
IDrest_240.soma.v.inv_fourth_ISI,13.5318,12.4984,16.0839,12.0115,12.3413,14.3538,17.0606,7.1904,16.2034,,14.4439,,14.8752,10.2443,10.5127,10.9993,,9.6471,10.1146,10.5117,11.01,9.5088,14.6618,11.7699,8.7939,13.0387,11.7831,14.853,11.5714,17.6457,17.099,8.8315,16.4962,11.7282,8.8862,,17.6862,19.2871,,11.2299,9.7414,11.1437,9.9446,14.5834
IDrest_240.soma.v.inv_fifth_ISI,13.1057,12.8437,14.9394,11.6903,11.972,11.9681,16.0369,6.6653,18.7786,,14.3264,,14.3053,9.5706,10.7504,10.3558,,8.9422,7.9621,10.1914,11.1984,9.6842,14.7516,11.8997,7.8909,13.3032,12.1817,14.0446,11.1109,16.3825,16.8333,8.4446,16.2741,11.4572,6.3685,,17.6558,19.8413,,11.7227,9.7553,11.3122,10.7633,14.2721
IDrest_240.soma.v.inv_last_ISI,13.7715,13.8996,14.4406,11.2547,12.6581,11.9161,15.7245,6.596,15.8833,,11.6148,,14.1443,10.2114,10.9294,11.7998,,9.5331,9.5418,10.593,11.2587,9.0972,14.8358,12.3579,8.5949,13.265,10.1624,14.0969,10.3748,11.4199,15.8924,9.7103,17.7992,11.1804,8.6893,,14.6166,21.2065,,12.2939,10.1339,10.8142,11.8079,12.9817
IDrest_240.soma.v.AP_amplitude,63.12,60.7507,60.3919,50.5214,74.0716,73.6408,56.9573,64.1249,59.4938,,60.0699,,54.675,60.6863,67.3351,53.6424,,74.2303,69.0979,77.7827,65.0305,70.6463,71.1462,70.7049,65.1159,74.0525,61.4686,64.1239,78.1088,62.4505,59.5478,63.6548,60.9014,66.9759,55.5811,,71.0224,57.3744,,76.2994,68.669,62.9392,51.5143,59.4299
IDrest_240.soma.v.AP1_amp,80.5887,84.4563,68.4238,93.7446,82.9156,85.7813,71.8856,78.3094,76.3625,,83.3362,,85.6,65.6106,77.4962,91.6631,,83.3669,73.8,83.7875,71.4762,82.1612,82.2831,70.2625,78.9938,80.7837,70.7087,85.6958,84.6475,80.2156,69.6644,78.5331,80.1275,70.4512,66.2187,,77.9756,67.9563,,82.675,77.7056,65.6537,66.4038,86.9181
IDrest_240.soma.v.APlast_amp,60.8894,59.8144,58.6638,45.7696,73.0638,72.1031,52.9669,60.075,56.5063,,53.2231,,51.9344,57.7094,65.0888,51.525,,72.8244,66.6681,76.7381,62.6169,67.475,67.7975,70.3375,61.6394,72.0169,57.5919,50.3079,76.2888,55.03,56.4131,59.84,49.625,50.075,51.5275,,69.2656,55.6219,,74.4381,66.7156,58.8656,50.395,57.2963
IDrest_240.soma.v.AP_duration_half_width,1.0313,0.9583,0.8931,1.0205,1.3826,1.1103,0.7581,1.3836,0.8312,,0.8835,,0.7898,1.0614,1.3329,1.1036,,1.3579,1.2023,1.3359,1.0421,1.5891,1.3551,1.2347,1.1104,1.2555,0.8507,0.9956,1.4655,1.1292,0.7803,0.9875,0.8838,1.0119,0.9695,,1.2455,0.8516,,1.4612,1.0729,1.095,0.7942,0.9171
IDrest_240.soma.v.AHP_depth,27.1966,24.3126,23.3323,30.8467,17.9267,24.1817,29.1534,19.3114,29.8502,,29.1935,,23.948,20.6052,20.0796,31.6592,,20.103,18.2245,14.3135,20.9594,19.0022,24.3203,18.4217,21.7959,18.7054,16.8884,26.3949,18.9916,27.7894,24.658,19.1908,25.3348,20.6137,21.8152,,18.6119,30.2695,,18.2471,18.7265,19.737,27.3972,26.2174
IDrest_240.soma.v.fast_AHP,11.0637,7.8278,13.7066,9.4651,12.647,11.6542,9.3545,14.27,11.0016,,15.386,,12.5129,13.4128,13.3617,9.1881,,12.244,13.2614,10.3618,12.2099,13.8858,10.6166,12.4238,13.5914,9.5467,14.4472,11.6986,12.9709,12.6983,11.902,14.1105,7.9199,13.6887,12.9673,,9.6965,8.2943,,10.0483,10.7045,10.6687,10.5316,9.9874
IDrest_240.soma.v.AHP_time_from_peak,19.6437,17.3606,17.4621,15.2507,19.6181,18.6108,18.2468,27.8587,15.7999,,18.6465,,17.0484,17.5307,20.4546,20.9928,,13.1026,13.5355,23.3466,19.6413,21.1338,19.023,19.647,21.5844,20.0383,19.6121,16.533,19.422,16.6953,18.5197,20.2458,20.0248,15.8036,20.7081,,18.5141,16.8976,,21.7187,21.6795,21.0387,19.1749,19.4987
IDrest_240.soma.v.voltage_deflection,41.1307,31.6598,26.9932,34.2339,20.2101,24.5293,46.6033,19.1435,31.6744,,52.6564,,48.7666,20.6754,24.5914,49.5779,,21.2092,21.8718,17.7585,20.7106,23.4779,29.1535,23.0246,21.5809,31.8804,23.6262,56.3458,27.4149,32.6924,26.0378,20.4316,40.8999,46.6441,24.4461,,24.3882,31.6147,,21.9447,18.5576,25.1577,26.2817,27.3895
IDrest_240.soma.v.voltage_deflection_begin,32.2659,29.5231,29.058,35.2191,23.6869,28.4938,33.5861,24.4292,34.8959,,35.6288,,29.2202,25.5454,25.2944,34.4618,,26.4818,24.8851,18.5745,24.797,24.3922,28.1763,24.506,28.0124,23.1706,24.3077,32.2854,25.2526,31.8302,29.3967,25.3701,27.6434,27.0951,27.319,,23.1079,34.941,,23.432,24.9146,24.3631,32.409,30.9969
IDrest_240.soma.v.steady_state_voltage,-88.2076,-86.4288,-88.9338,-84.9725,-86.348,-85.2316,-83.4733,-83.106,-86.3001,,-84.9006,,-85.7847,-86.3445,-85.578,-86.626,,-88.2109,-86.9871,-87.6423,-84.6387,-83.5957,-86.1071,-87.799,-86.5022,-89.6907,-85.1919,-87.425,-87.7225,-86.039,-85.7196,-85.8217,-86.2926,-87.309,-86.4489,,-84.7612,-86.5371,,-86.4962,-87.3375,-86.0766,-86.1828,-86.8979
IDrest_240.soma.v.decay_time_constant_after_stim,8.5779,9.5592,6.7043,12.0452,8.4228,5.6722,9.4177,10.7236,8.343,,8.711,,9.9444,6.4217,11.9843,11.5021,,8.2557,11.0781,8.8068,9.0295,15.6877,9.0135,7.9899,9.0539,8.991,15.7935,6.6407,6.9492,7.8983,9.4957,7.8108,10.3109,4.8842,9.3038,,5.8576,9.9291,,7.111,9.1454,13.3491,7.9368,9.5511
IDrest_250.soma.v.AP_height,17.2043,,12.9798,7.8537,21.6216,26.4743,13.2063,16.352,17.5909,10.8589,,9.6692,,11.8123,,11.7337,5.1581,22.6131,17.2326,17.6572,16.473,22.2071,22.4498,17.5617,17.3219,,10.3451,17.7981,26.6727,19.3136,12.7428,14.971,10.2622,,6.4068,5.1974,16.6616,12.0974,,21.0627,14.5598,9.0465,6.2951,11.4832
IDrest_250.soma.v.AHP_slow_time,0.3085,,0.2835,0.2224,0.286,0.2721,0.3308,0.2637,0.2966,0.2901,,0.2667,,0.2165,,0.3048,0.2315,0.1845,0.2255,0.308,0.2939,0.2444,0.3474,0.2678,0.2145,,0.234,0.2727,0.2538,0.2566,0.3554,0.2074,0.4139,,0.2292,0.2628,0.3447,0.391,,0.3378,0.2508,0.2939,0.2639,0.3085
IDrest_250.soma.v.ISI_CV,0.0497,,0.0753,0.2141,0.0517,0.0854,0.1682,0.1882,0.0869,0.0711,,0.0759,,0.0594,,0.112,0.1306,0.2193,0.1051,0.0398,0.0546,0.1184,0.0366,0.0298,0.2245,,0.1303,0.1151,0.0577,0.163,0.079,0.1513,0.0507,,0.2729,0.0926,0.073,0.0749,,0.048,0.1589,0.0499,0.0615,0.1093
IDrest_250.soma.v.doublet_ISI,22.05,,29.45,22.5,28.65,25.75,11.45,35.65,21.45,25.4,,21.25,,35.375,,23.6,54.8,28.1,26.05,49.65,26.75,,27.25,45.35,30.4,,28.9,14.65,35.45,20.15,20.5,,23.15,,32.4,26.8,34.15,23.3333,,25.75,32.0,37.6,29.9,9.25
IDrest_250.soma.v.adaptation_index2,0.0038,,0.0048,0.0089,0.0027,0.0051,0.0087,0.0167,0.0053,0.0047,,0.0057,,0.0039,,0.0073,0.0076,0.0184,0.004,0.0015,0.0046,0.016,0.0013,-0.0004,0.0243,,0.0124,0.0065,0.0053,0.0122,0.0057,0.0139,0.0014,,0.0206,0.0094,0.0042,0.0012,,0.0025,0.0092,0.0027,-0.0037,0.0072
IDrest_250.soma.v.mean_frequency,14.1719,,15.3493,12.4516,13.059,13.6883,16.2686,7.2401,17.1821,14.1162,,15.0805,,11.2865,,11.408,9.0404,9.6974,12.5762,11.1451,11.9813,10.1191,16.3973,12.4449,9.2051,,11.3726,15.7817,11.5296,14.3529,17.9052,9.6816,17.5329,,9.0764,12.4479,16.52,21.41,,14.5792,10.4047,11.456,11.8478,15.3064
IDrest_250.soma.v.AHP_depth_abs_slow,-57.4121,,-61.376,-53.4869,-65.5229,-57.6143,-51.6485,-63.3144,-54.238,-55.9973,,-58.3648,,-62.4837,,-51.7678,-67.4702,-65.8157,-65.9351,-71.1606,-61.2756,-62.9666,-58.8186,-66.1635,-61.2354,,-66.0989,-58.6623,-65.0172,-56.056,-56.9762,-63.2741,-58.9138,,-62.8118,-60.817,-64.3532,-53.5752,,-64.4834,-65.2819,-65.1901,-56.1535,-57.8106
IDrest_250.soma.v.AP_width,3.9296,,4.0058,4.7267,2.5812,2.8141,5.4756,4.0279,5.0092,3.1137,,2.8708,,3.0036,,5.9117,4.2614,3.9789,3.6728,1.8284,2.4648,3.8292,3.134,2.4033,4.6972,,4.2728,3.6044,2.4995,4.167,4.8057,4.1965,3.1225,,3.1045,3.7702,2.259,4.8712,,2.9437,3.6789,2.6129,3.4807,3.1141
IDrest_250.soma.v.time_to_first_spike,12.2,,9.9,12.0,13.35,11.15,8.65,20.25,,15.35,,15.15,,13.075,,15.4,21.15,12.4,12.8,14.25,16.25,24.0,12.75,14.4,14.65,,15.75,,12.55,9.75,10.25,12.0,,,14.25,16.7,11.6,11.4,,9.65,13.85,18.65,15.85,10.9
IDrest_250.soma.v.AHP_depth_abs,-56.9066,,-61.1418,-53.1446,-65.106,-57.3959,-50.6189,-62.1558,-52.9617,-55.7511,,-58.1705,,-62.122,,-50.5931,-66.5444,-63.8594,-63.2389,-70.5244,-60.8452,-62.3884,-58.451,-65.6149,-60.8481,,-65.7041,-58.312,-64.3621,-55.843,-56.7157,-62.8664,-57.8506,,-62.1905,-60.358,-64.0664,-53.3382,,-64.0769,-64.9002,-64.6821,-55.9365,-57.5115
IDrest_250.soma.v.ISI_log_slope,0.0314,,0.0431,0.1394,0.0154,0.0716,0.1182,0.173,0.0583,0.0422,,0.0697,,0.0378,,0.0804,0.0842,0.1546,0.0166,0.0032,0.0305,0.1438,0.0103,0.0003,0.2179,,0.1502,0.0823,0.0322,0.1229,0.0687,0.123,0.0106,,0.1275,0.0929,0.0791,0.0014,,0.0149,0.1243,0.0355,-0.0594,0.0853
IDrest_250.soma.v.ISI_log_slope_skip,-0.0041,,0.0089,0.024,-0.0119,0.0152,0.0407,0.0953,0.0181,-0.0048,,0.0283,,0.0032,,-0.0156,0.0083,0.002,-0.0522,-0.0072,-0.0098,0.0315,-0.0031,-0.0063,0.0646,,0.0847,0.0367,0.0046,0.075,0.04,-0.0201,-0.015,,0.0002,0.027,0.0631,-0.0191,,-0.0091,0.0336,0.0165,-0.0512,0.0395
IDrest_250.soma.v.voltage_base,-84.1032,,-84.4741,-83.0095,-83.0327,-82.5234,-80.778,-81.4673,-82.8118,-82.3301,,-82.9228,,-83.3098,,-82.2523,-84.3319,-83.9624,-82.4608,-84.838,-81.8046,-81.3906,-82.9982,-84.0366,-82.9639,,-82.5924,-83.945,-83.3537,-83.6324,-82.1466,-82.0573,-83.1854,,-84.0057,-82.4185,-82.6782,-83.9888,,-82.7603,-83.6268,-84.4191,-83.3337,-84.6435
IDrest_250.soma.v.time_to_last_spike,1974.4,,1954.5,1968.9,1952.65,1972.15,1997.65,1934.4,1978.55,1946.65,,1955.5,,1950.65,,1975.85,1939.0,1959.4,1986.95,1928.35,1960.9,1926.75,1982.25,1928.4,1955.65,,1933.65,1995.85,1956.1,1951.0,1954.75,1962.25,1996.15,,1981.2,1968.0,1961.5,1977.7667,,1989.5,1971.35,1920.15,1983.15,1992.25
IDrest_250.soma.v.inv_time_to_first_spike,82.1051,,101.0204,83.9161,74.9158,89.7746,116.7341,49.5716,,65.1805,,66.0131,,76.7746,,65.0338,47.2837,80.6504,78.2444,70.3704,61.553,41.6848,78.4615,69.4981,68.4899,,63.5696,,79.7129,102.6316,97.5633,83.4783,,,70.7196,59.934,89.1279,87.9159,,105.1198,72.2483,53.9017,63.0971,91.7508
IDrest_250.soma.v.inv_first_ISI,45.7469,,33.9677,44.448,34.9603,38.8386,88.3897,28.1262,46.6934,40.0884,,47.3802,,28.3386,,42.4346,18.3068,35.9188,38.4911,20.142,37.465,,36.8164,22.0585,32.9646,,34.6025,68.844,28.2214,49.6428,49.1183,,43.3034,,30.9396,37.3264,30.1678,43.1264,,39.1897,31.4419,26.6185,33.4452,108.1871
IDrest_250.soma.v.inv_second_ISI,16.6032,,18.6919,20.5457,14.2348,17.4943,27.5864,9.5751,22.1359,17.3385,,19.3743,,12.3117,,15.4701,10.5233,17.6129,15.4391,11.1848,13.5408,15.4728,17.2281,12.1618,15.2136,,16.2389,20.8724,12.4504,20.7393,22.2851,15.0809,19.4741,,13.8511,17.1165,18.4366,24.1832,,15.8385,13.5928,11.854,10.1137,20.5648
IDrest_250.soma.v.inv_third_ISI,14.0212,,15.4391,16.0438,12.3891,15.4108,20.6196,7.4679,18.6395,14.3094,,15.8317,,11.269,,12.0577,9.8571,10.1096,12.5074,10.1139,11.7123,11.0499,15.9708,11.7484,12.5498,,12.593,18.067,10.9519,16.0092,19.5896,9.9245,17.882,,10.0271,13.4412,19.0471,21.3118,,14.1962,12.1588,11.3394,10.09,16.4445
IDrest_250.soma.v.inv_fourth_ISI,13.5318,,16.0839,12.6524,12.3413,14.3631,18.2458,7.1904,16.2034,13.9879,,14.9662,,10.9864,,10.9993,8.2777,9.6471,10.7431,10.5117,11.01,9.5088,15.4461,11.7699,10.0787,,11.7831,17.0852,11.5714,17.6457,19.1362,8.8315,16.4962,,8.8862,12.7716,17.6862,19.6608,,13.9567,9.7414,11.1437,9.9446,16.8505
IDrest_250.soma.v.inv_fifth_ISI,13.1057,,14.9394,11.9048,11.972,13.2929,18.6703,6.6653,18.7786,13.3987,,15.0683,,10.5285,,10.3558,7.9873,8.9422,11.1394,10.1914,11.1984,9.6842,15.7854,11.8997,8.9749,,12.1817,16.0645,11.1109,16.3825,18.2171,8.4446,16.2741,,6.3685,11.9733,17.6558,20.9436,,13.6406,9.7553,11.3122,10.7633,14.3312
IDrest_250.soma.v.inv_last_ISI,13.7715,,14.4406,13.7918,12.6581,13.8681,16.6357,6.596,15.8833,14.0176,,14.4473,,10.7075,,11.7998,8.4981,9.5331,13.0591,10.593,11.2587,9.0972,15.9716,12.3579,7.3559,,10.1624,14.6177,10.3748,11.4199,15.5757,9.7103,17.7992,,8.6893,11.4298,14.6166,21.9808,,13.9788,10.1339,10.8142,11.8079,14.3418
IDrest_250.soma.v.AP_amplitude,63.12,,60.3919,51.0967,74.0716,72.3089,55.0156,64.1249,59.4938,55.8122,,55.8416,,60.3559,,53.6424,56.9469,74.2303,68.2735,77.7827,65.0305,70.6463,70.3711,70.7049,64.6032,,61.4686,64.4021,78.1088,62.4505,57.8617,63.6548,60.9014,,55.5811,52.8882,71.0224,57.3026,,75.5972,68.669,62.9392,51.5143,59.1084
IDrest_250.soma.v.AP1_amp,80.5887,,68.4238,95.2662,82.9156,84.6831,72.1275,78.3094,76.3625,60.4363,,59.2362,,65.2047,,91.6631,62.0969,83.3669,72.7231,83.7875,71.4762,82.1612,83.0131,70.2625,78.6338,,70.7087,81.8975,84.6475,80.2156,69.2737,78.5331,80.1275,,66.2187,68.1225,77.9756,68.5221,,82.7356,77.7056,65.6537,66.4038,88.045
IDrest_250.soma.v.APlast_amp,60.8894,,58.6638,48.2437,73.0638,71.3812,50.2706,60.075,56.5063,53.9319,,53.6487,,57.7972,,51.525,53.6319,72.8244,66.6488,76.7381,62.6169,67.475,67.0775,70.3375,58.8244,,57.5919,62.1525,76.2888,55.03,52.4587,59.84,49.625,,51.5275,50.475,69.2656,54.9437,,75.2006,66.7156,58.8656,50.395,57.8219
IDrest_250.soma.v.AP_duration_half_width,1.0313,,0.8931,1.0158,1.3826,1.1636,0.8066,1.3836,0.8312,1.0087,,0.8493,,0.978,,1.1036,0.8995,1.3579,1.139,1.3359,1.0421,1.5891,1.4263,1.2347,0.9556,,0.8507,1.1127,1.4655,1.1292,0.8357,0.9875,0.8838,,0.9695,0.8757,1.2455,0.875,,1.3562,1.0729,1.095,0.7942,0.8679
IDrest_250.soma.v.AHP_depth,27.1966,,23.3323,29.8649,17.9267,25.1275,30.1591,19.3114,29.8502,26.579,,24.7523,,21.1878,,31.6592,17.7875,20.103,19.2218,14.3135,20.9594,19.0022,24.5472,18.4217,22.1158,,16.8884,25.633,18.9916,27.7894,25.4309,19.1908,25.3348,,21.8152,22.0605,18.6119,30.6506,,18.6833,18.7265,19.737,27.3972,27.1319
IDrest_250.soma.v.fast_AHP,11.0637,,13.7066,9.6959,12.647,11.5779,9.5435,14.27,11.0016,10.7704,,11.9693,,13.4831,,9.1881,15.2822,12.244,13.6651,10.3618,12.2099,13.8858,10.5489,12.4238,13.3951,,14.4472,11.9147,12.9709,12.6983,11.5672,14.1105,7.9199,,12.9673,12.6729,9.6965,8.1113,,9.6065,10.7045,10.6687,10.5316,9.8589
IDrest_250.soma.v.AHP_time_from_peak,19.6437,,17.4621,15.2335,19.6181,18.1253,17.7696,27.8587,15.7999,18.2217,,15.9386,,17.1475,,20.9928,23.5492,13.1026,13.525,23.3466,19.6413,21.1338,18.3781,19.647,21.2278,,19.6121,16.0985,19.422,16.6953,18.1886,20.2458,20.0248,,20.7081,19.1404,18.5141,16.6847,,20.7204,21.6795,21.0387,19.1749,18.3023
IDrest_250.soma.v.voltage_deflection,41.1307,,26.9932,32.1811,20.2101,23.303,70.3567,19.1435,31.6744,30.4557,,27.7309,,24.2199,,49.5779,42.0976,21.2092,36.3696,17.7585,20.7106,23.4779,28.7942,23.0246,24.0968,,23.6262,54.0452,27.4149,32.6924,29.9624,20.4316,40.8999,,24.4461,25.2659,24.3882,31.6924,,25.1033,18.5576,25.1577,26.2817,36.9461
IDrest_250.soma.v.voltage_deflection_begin,32.2659,,29.058,34.2514,23.6869,29.5853,32.984,24.4292,34.8959,30.5791,,29.1096,,26.5547,,34.4618,23.2636,26.4818,25.5551,18.5745,24.797,24.3922,28.5506,24.506,28.8557,,24.3077,31.7616,25.2526,31.8302,31.4213,25.3701,27.6434,,27.319,27.8176,23.1079,35.5305,,24.1258,24.9146,24.3631,32.409,32.6184
IDrest_250.soma.v.steady_state_voltage,-88.2076,,-88.9338,-85.1204,-86.348,-85.7702,-82.993,-83.106,-86.3001,-84.379,,-84.3244,,-86.0862,,-86.626,-87.022,-88.2109,-86.3073,-87.6423,-84.6387,-83.5957,-86.1684,-87.799,-86.5197,,-85.1919,-87.8965,-87.7225,-86.039,-86.0545,-85.8217,-86.2926,,-86.4489,-84.1625,-84.7612,-86.9557,,-86.986,-87.3375,-86.0766,-86.1828,-87.4794
IDrest_250.soma.v.decay_time_constant_after_stim,8.5779,,6.7043,12.5591,8.4228,3.3384,9.1097,10.7236,8.343,13.1815,,12.6166,,7.7649,,11.5021,13.4624,8.2557,7.8292,8.8068,9.0295,15.6877,8.8825,7.9899,9.6248,,15.7935,6.6038,6.9492,7.8983,9.4025,7.8108,10.3109,,9.3038,13.5888,5.8576,9.7307,,6.4656,9.1454,13.3491,7.9368,9.3029
IDrest_300.soma.v.AP_height,17.2478,12.1746,11.7363,4.6101,19.405,25.3711,,,14.1487,,18.3399,9.4746,7.2156,12.1077,15.8644,,3.6081,19.7697,15.4771,16.3331,15.0353,20.4407,19.5848,18.1945,14.7371,13.6112,7.503,17.7887,24.4202,16.1378,9.2283,11.8365,,17.5727,5.789,4.9789,,7.3759,,19.2446,11.968,8.5872,8.022,11.3317
IDrest_300.soma.v.AHP_slow_time,0.3756,0.3541,0.3148,0.243,0.3187,0.3043,,,0.3344,,0.3011,0.2948,0.2977,0.2382,0.2836,,0.2825,0.2587,0.2704,0.3499,0.29,0.2779,0.3748,0.322,0.2748,0.3558,0.2676,0.3072,0.3188,0.2876,0.3904,0.2774,,0.2618,0.2945,0.2855,,0.4327,,0.3756,0.3066,0.3076,0.292,0.3378
IDrest_300.soma.v.ISI_CV,0.0626,0.1431,0.0823,0.2839,0.0538,0.0981,,,0.0914,,0.1518,0.083,0.0691,0.0652,0.0524,,0.1191,0.1961,0.0783,0.0316,0.0756,0.1235,0.032,0.0333,0.2261,0.0709,0.1511,0.1222,0.0559,0.1459,0.086,0.1063,,0.2384,0.1162,0.0959,,0.0932,,0.0565,0.1337,0.0557,0.0702,0.1112
IDrest_300.soma.v.doublet_ISI,14.5,11.55,25.0,19.0,23.6,15.15,,,16.95,,19.6,16.3,11.25,27.1,32.4,,41.9,23.65,21.25,33.95,22.15,27.7,23.15,28.0,22.9,16.9,23.3,8.15,26.15,12.55,15.0,26.8,,29.65,26.85,,,15.1333,,16.4,21.05,28.65,24.6,7.85
IDrest_300.soma.v.adaptation_index2,0.0037,0.0035,0.0045,0.0241,0.0039,0.0051,,,0.0053,,0.0111,0.0058,0.0057,0.0051,0.0037,,0.0064,0.0144,0.0048,0.0002,0.007,0.0118,0.0017,0.0,0.0127,0.0011,0.0127,0.0091,0.0038,0.0093,0.0049,0.0079,,0.0044,0.0092,0.0076,,0.0023,,0.0034,0.0108,0.0033,0.0011,0.0074
IDrest_300.soma.v.mean_frequency,19.0224,20.2506,18.0309,13.9823,16.8731,16.7334,,,20.0918,,14.8571,17.9146,17.3762,14.3411,14.3225,,11.7829,14.5464,15.5615,14.5077,15.4095,12.6263,20.0955,16.9348,12.6988,17.6444,13.5734,18.5876,17.1033,17.0084,19.8096,14.1929,,15.96,13.8649,14.5766,,25.5349,,17.6106,14.0219,13.8164,16.8176,17.5839
IDrest_300.soma.v.AHP_depth_abs_slow,-53.2752,-55.0,-59.6207,-51.7383,-64.9545,-56.1572,,,-52.8769,,-50.8333,-57.134,-57.7954,-61.0707,-62.1879,,-66.412,-64.8782,-65.7494,-69.5341,-60.2322,-62.1621,-57.4964,-63.169,-59.6092,-66.8809,-66.1732,-56.3691,-63.826,-53.7364,-55.7014,-62.6206,,-61.9089,-59.7229,-59.7505,,-50.7822,,-63.7474,-64.3862,-63.7979,-54.3472,-56.791
IDrest_300.soma.v.AP_width,4.5493,4.3327,4.2669,5.2088,2.927,3.1903,,,5.2773,,7.331,3.1497,3.8798,3.2712,3.7737,,4.4587,4.4046,3.9886,1.9609,2.7965,4.2042,3.452,2.6788,5.206,2.7428,4.44,4.1342,2.9437,4.5753,5.1436,4.5873,,3.9272,3.5167,4.0249,,5.3148,,3.2629,4.2712,2.8375,3.9278,3.3136
IDrest_300.soma.v.time_to_first_spike,9.5,9.1,8.25,9.35,10.15,9.25,,,,,8.65,12.5,8.25,10.65,12.75,,16.65,9.6,10.4,10.85,12.35,17.9,10.0,11.1,10.85,8.15,12.0,7.65,9.25,7.35,,,,10.85,11.25,14.35,,9.0333,,7.95,,15.75,,9.1
IDrest_300.soma.v.AHP_depth_abs,-52.6854,-54.9276,-59.4443,-50.6737,-64.7015,-56.0303,,,-52.6856,,-50.7098,-57.0698,-57.6452,-60.8004,-61.8459,,-66.1161,-63.3269,-64.8321,-67.9163,-59.5026,-61.722,-57.2451,-62.8362,-59.1967,-66.7012,-65.8257,-56.4539,-63.5202,-52.6629,-55.4955,-62.3967,,-61.7395,-59.4141,-59.3829,,-50.6083,,-63.4891,-64.1678,-63.4534,-54.1157,-56.5688
IDrest_300.soma.v.ISI_log_slope,0.0481,0.0517,0.0537,0.2327,0.0498,0.0863,,,0.072,,0.1748,0.0784,0.0556,0.0472,0.041,,0.0882,0.1621,0.0293,-0.0022,0.0694,0.1551,0.0157,-0.0018,0.2221,0.0393,0.17,0.1049,0.0392,0.1382,0.0834,0.0962,,0.0719,0.1021,0.1073,,0.0211,,0.0338,0.1405,0.0439,-0.021,0.1005
IDrest_300.soma.v.ISI_log_slope_skip,0.0215,0.0112,0.0184,0.1103,0.0286,0.0425,,,0.0456,,0.105,0.0373,0.0294,0.0268,0.0169,,0.0373,0.096,-0.0125,-0.0101,0.0197,0.0836,0.0058,-0.0011,0.133,0.037,0.1101,0.0416,0.0099,0.0657,0.0452,0.0475,,0.002,0.0231,0.0591,,0.0041,,0.0204,0.0888,0.0283,-0.0315,0.0499
IDrest_300.soma.v.voltage_base,-84.8257,-82.7216,-84.7705,-83.4509,-83.3657,-83.1226,,,-83.1894,,-82.0816,-83.5596,-83.4706,-83.4518,-82.7756,,-85.923,-84.3159,-83.0683,-85.3065,-82.1907,-81.3071,-83.3126,-84.1078,-82.9701,-86.6797,-83.126,-84.2341,-83.526,-83.636,-82.8502,-82.3333,,-83.4507,-83.3601,-82.8618,,-84.4408,,-83.5359,-83.812,-85.0476,-83.8046,-85.0415
IDrest_300.soma.v.time_to_last_spike,1997.65,1974.3,1968.45,1957.8,1955.7,1971.0,,,1966.25,,1952.35,1981.5,1957.15,1952.35,1954.5,,1952.0,1959.1,1960.0,1965.65,1978.5,1979.65,1965.6,1948.75,1969.0,1983.85,1953.0,1963.6,1959.25,1969.55,1968.75,1972.5,,1973.25,1945.4,1989.5,,1983.7667,,1959.5,1960.25,1956.5,1962.5,1990.25
IDrest_300.soma.v.inv_time_to_first_spike,105.5556,110.1028,121.2166,107.1019,98.6395,108.1871,,,,,115.7965,80.1282,121.3235,93.9153,78.4326,,60.0866,104.178,96.1627,92.2619,80.9836,56.0777,100.0901,90.0974,92.1835,122.741,83.4783,130.7692,108.1871,136.1111,,,,92.1835,89.1019,69.694,,110.9003,,126.9157,,63.7755,,109.9034
IDrest_300.soma.v.inv_first_ISI,71.4426,89.9953,40.0231,53.3468,42.4003,72.8716,,,59.1458,,51.0217,62.2874,93.7031,36.9613,30.8668,,23.9155,42.338,47.2222,29.4736,45.5368,36.2903,43.1967,35.8464,44.0385,59.4233,42.9382,122.9261,38.2478,79.7129,66.7408,37.3764,,33.8733,37.4216,,,66.3519,,61.1598,49.063,35.0502,40.7825,127.4351
IDrest_300.soma.v.inv_second_ISI,23.2369,27.0779,23.0514,25.7654,20.002,21.9933,,,26.9544,,24.4816,23.6738,21.4081,16.0274,16.2829,,14.7015,24.7526,18.8884,14.3821,20.2061,18.968,21.0266,16.2253,21.304,18.5728,21.196,30.3491,20.7352,26.5299,26.5627,19.4411,,22.9085,20.0756,19.7432,,31.3406,,20.8602,19.4773,15.0967,17.2774,28.2092
